word	function	roman	meaning	freq
療養院	Ncb	liao2 yang3 yuan4	loony bin,funny house,nuthouse,convalescent hospital,booby hatch,funny farm,infirmary,sanitarium,hospice,crazy house,madhouse,rest home,nursing_home,hospital,sanatarium,home,convalescent home,Bedlam,convalescent hospital/home,cuckoo's nest,sanatorium	39
賣場	Ncb	mai4 chang3	shopping mall	39
福音	Nac	fu2 yin1	Gospel,glad tidings	39
精細	VH11	jing1 xi4	thorough,fine,careful and attentive,delicate,meticulous	39
錢財	Naeb	qian2 cai2	money,wad,riches,mammon,wealth	39
鴨子	Nab	ya1 zi5	quack-quack,duck	39
餐具	Naeb	can1 ju4	tableware,set,crockery,dinner_set,table_service,cover,dinner set,dinner service,dishware,cutlery,dinnerware,dinner service/set	39
匱乏	Nv4	kui4 fa2	deficient; short (of supplies)	39
選拔	VC2	xuan3 ba2	select	39
餐桌	Nab	can1 zhuo1	mahogany,board,dining table,table,dinner table,dining_table,dinner_table	39
道士	Nab	dao4 shi4	shaman,priest-doctor,Taoist,Daoist priest,Taoism priest,Tao	39
評分	VA4	ping2 fen1	grade,mark (student's paper/etc.),determine workpoints	39
毅力	Nad	yi4 li4	toughness,perseverance,determination,guts,staying power,grit,stamina,spunk,will,purpose,gumption,sand,backbone,willpower	39
匱乏	VH11	kui4 fa2	deficient; short (of supplies)	39
趕走	VC31	gan3 zou3	clean out,wave_off,spurn,waive,bounce,wave off,banish,cast_out,drive out,drive_off,turn_out,displace,dispel,chase,drive away,drum_out,expel	39
電波	Naa	dian4 po1	electric wave	39
顯微鏡	Nab	xian3 wei2 jing4	microscope	39
褐色	Nad	he2 se4	brown color	39
報請	VF2	bao4 qing3	report and request	39
傳授	Nv1	chuan2 shou4	pass on (skill/etc.),impart,teach	39
跪	VA12	gui4	kneel (on both knees)	39
傳授	VD1	chuan2 shou4	pass on (skill/etc.),impart,teach	39
評分	Nv4	ping2 fen1	grade,mark (student's paper/etc.),determine workpoints	39
視察	Nv1	shi4 cha2	inspect	39
煙火	Naa	yan1 huo3	fireworks	39
揭曉	VE2	jie1 xiao3	announce,publish	39
視察	VE2	shi4 cha2	inspect	39
詳盡	VH11	xiang2 jin4	detailed,exhaustive,thorough	39
傻瓜	Nab	sha3 gua1	fool	39
殘忍	Nv4	can2 ren3	cruel,ruthless	39
業務員	Nab	ye4 wu4 yuan2	counterman,salesman,salesperson,business man	39
幹嘛	VA4	gan4 ma5	what to do	39
湖泊	Nab	hu2 bo2	nyanza,lake,lough,lakes	39
愁	VK1	chou2	worry,be anxious/grieved	39
著作權法	Nac	zhu4 zuo4 quan2 fa3	copyright	39
壹	Neu	yi1	det.: one (on checks/etc.)	39
開水	Naa	kai1 shui3	boiling/boiled water	39
試探	VC2	shi4 tan4	sound out,probe	39
試探	Nv1	shi4 tan4	sound out,probe	39
勞委會	Ncb	lao2 wei3 hui4	Labour Committee	39
月刊	Nab	yue4 kan1	monthly magazine,monthly	39
叫好	VH11	jiao4 hao3	shout "Well done!",shout "Bravo!",applause,shout Bravo!,applaud	39
大都會	Ncb	da4 du1 hui4	metropolis	39
世俗	Nad	shi4 su2	world,common custom,customs,secularization	39
幼童	Nab	you4 tong2	go-cart,fry,child,young child	39
半島	Nab	ban4 dao3	peninsula	39
共生	VH11	gong4 sheng1	symbiosis,accrete,intergrowth,paragenesis	39
歡呼	VE2	huan1 hu1	hail, acclaim	39
全力以赴	VH11	quan2 li4 yi3 fu4	buckle down,spare no efforts	39
大觀	Nad	da4 guan1	magnificent spectacle,grand sight	39
太平	VH11	tai4 ping2	peace and tranquility	39
互助	Nv4	hu4 zhu4	help each other	39
三角	Nac	san1 jiao3	triangle,trigonometry	39
可笑	VH11	ke3 xiao4	ridiculous,funny	39
子系統	Nac	zi3 xi4 tong3	subsystem	39
汁	Naa	zhi1	succus,juice	39
先鋒	Nab	xian1 feng1	spearhead,cutting edge,vaward,avant-garde,vanguard,avant-courier,precursors,vaunt-courier,pioneer,van,harbinger	39
籠子	Nab	long2 zi5	large box/chest, trunk	39
灌	VC32	guan4	irrigate, fill, pour, record (phonographic piece), offer libation	39
轉向	P62	zhuan3 xiang4	VC2	39
叢生	VH11	cong2 sheng1	grow thickly (of plants), break out (of diseases/etc.)	39
驗	VC2	yan4	examine, check, test, prove effective	39
敬佩	VJ2	jing4 pei4	admire,admiration,esteem	39
官場	Ncb	guan1 chang2	officialism,officialdom,official circles	39
位居	VC1	wei4 ju1	be (in a certain position)	39
市容	Nad	shi4 rong2	appearance/condition of a city,condition of a city,appearance of a city,cityscape,appearance,the appearance of a city	39
請客	VA4	qing3 ke4	invite/entertain guests,treat sb. (to meal/show/etc.)	39
親手	Dh	qin1 shou3	personally,with one's own hands	39
蒼白	VH11	cang1 bai2	pale,pallid,wan	39
演變成	VG2	yan3 bian4 cheng2	develop,evolve	39
標記	VC33	biao1 ji4	tag,mark	39
龍頭	Nab	long2 tou2	bicycle handlebar, leader of sect, secret society, etc.	39
幫派	Nab	bang1 pai4	faction,cabal,gang,group of dissidents	39
二次大戰	Nac	er4 ci4 da4 zhan4	World War Two	39
可口	VH11	ke3 kou3	tasty,palatable	39
外貿	Nad	wai4 mao4	foreign trade	39
互助	VA4	hu4 zhu4	help each other	39
打掃	Nv1	da3 sao3	sweep,clean	39
可否	Dbab	ke3 fou3	whether it's possible or not	39
打掃	VC2	da3 sao3	sweep,clean	39
地攤	Ncb	di4 tan1	stall with goods spread out on ground fo,stand,stall with goods spread out on ground for sale,flea_market,stall	39
不相干	VH11	bu4 xiang1 gan1	be irrelevant,have nothing to do with,irrelevant	39
公公	Nab	gong1 gong1	eunuch,husband's father,grandad,maternal grandfather,father-in-law,grandpa,grandfather	39
民法	Nac	min2 fa3	civil_law,civil law	39
上路	VA13	shang4 lu4	start off,set out on a journey,set out on journey	39
力克	VC2	li4 ke4	try hard to beat,defeat	39
中式	A	zhong1 shi4	Ch. style	39
日語	Nac	ri4 yu3	Jp. language	39
丙	Neu	bing3	third of the ten Heavenly Stems,third,det: third	39
預審	VC2	yu1 shen3	preliminary hearing	39
天鵝	Nab	tian1 e2	Cygnus columbianus bewickii,Bewick's swan,swan	39
重劃	VC31	chong2 hua4	replan	39
穿透	VC1	chuan1 tou4	run through,sink_in,penetrate,come through,pierce through,pierce,break through,penetrable,lunge	39
狂歡	VA4	kuang2 huan1	revel	39
重申	VE2	chong2 shen1	reiterate,reiteration,renew,restate,restatement,reaffirm,ingeminate	39
近似	VJ1	jin4 si4	look like,come close,border_on,border on,approach,approximate,border,look_like,be similar to	39
金色	Nad	jin1 se4	aureate,gold,gold color	39
挑剔	VC2	tiao1 ti4	nitpick	39
挑剔	Nv1	tiao1 ti4	nitpick	39
門戶	Naeb	men2 hu4	sect,door,family status,faction,important passageway,gateway,strategic gateway	39
重劃	Nv1	chong2 hua4	replan	39
流出	VC1	liu2 chu1	well out,debouch,pour out,well_over,effund,outpour,flush,disembogue,efflux,empty,spill,ooze,stream,effuse,outwell,issue,overswell,exudate,disgorge,emanate,flow out,exude,issue_forth,pour,outrush,ooze out,sluice,extravasate,transude,shed	39
即可	VH11	ji2 ke3	be fine	39
長安	Nca	chang2 an1	capital of China in Han dynasties,Tang dynasties,Sian,Chang'an,Xian,Changan,capital of China in Tang dynasties,capital of China in Han/Tang dynasties,capital of China in Han,Hsian,Singan	39
任期	Nad	ren4 qi2	ministry,incumbency,triumvirate,prefecture,lieutenancy,tenure,patriarchate,term of office	39
建言	Naeb	jian4 yan2	proposal,suggestion	39
狠狠	Dh	hen3 hen3	pitilessly,firm,ferocious,remorselessly,mercilessly,ruthless,unmercifully,resolute	39
庭園	Nab	ting2 yuan2	grounds,curtilage,flower garden,yard,pleasance	39
枝葉	Naeb	zhi1 ye4	branches and leaves	39
後方	Ncdb	hou4 fang1	rear	39
訂出	VC31	ding4 chu1	conclude,reach (e.g., an agreement)	39
阻隔	VJ1	zu3 ge2	separate,cut off	39
阻隔	Nv3	zu3 ge2	separate,cut off	39
信合社	Ncb	xin4 he2 she4	Credit Cooperative	39
埋伏	Nv4	mai2 fu2	hide,lie low	39
埋伏	VA12	mai2 fu2	hide,lie low	39
受限	VI2	shou4 xian4	bounded,constrained	39
來襲	VA4	lai2 xi2	attack	39
色澤	Nad	se4 ze2	hue,colour and lustre,color and luster,chromaticity,tinct,coloration,color and lustre	39
葉片	Nab	ye4 pian4	(leaf) blade,vane	39
車隊	Nab	che1 dui4	armada,fleet,motorcade	39
免除	Nv1	mian3 chu2	prevent,avoid,remit,exempt,relieve	39
佈告欄	Nab	bu4 gao4 lan2	hoarding,bulletin_board,screen,bulletin board	39
周年	Nfg	zhou1 nian2	anniversary,m.[standard],,day of remembrance	39
血統	Nad	xie3 tong3	side,line of descent,filiation,origin,rod,race,blood relationship/lineage,blood line,pedigree,birth,derivation,blood relationship,blood lineage,genealogy,stirp,lineage,bloodline,ancestry,strain,extraction,stirps,line,blood,descent,blood relation,parentage,stock,breed	39
收藏	Nab	shou1 cang2	collectable,library	39
收支	Naeb	shou1 zhi1	income and expenses,revenue and expenditure	39
含量	Nad	han2 liang4	content	39
臥室	Ncb	wo4 shi4	bedchamber,sleeping room,chamber,bedroom	39
免除	VC2	mian3 chu2	prevent,avoid,remit,exempt,relieve	39
汗水	Naa	han4 shui3	water,sudor,diaphoresis,sweat,perspiration,hidrosis	39
吟唱	VC2	yin2 chang4	intonate,chant,cantillate,sing,spout,recite,retell,intone	39
危害	VC2	wei2 hai4	harm,endanger	39
助長	VK2	zhu4 zhang3	encourage,cultivate,help,abet,foment,foster,advance,promote,nourish,further,boost,whet	39
狂熱	Nv4	kuang2 re4	fanatical,feverish	39
性向	Nad	xing4 xiang4	tendency,aptitude,character,inclination	39
狂熱	VH21	kuang2 re4	fanatical,feverish	39
老一輩	Naea	lao3 yi1 bei4	older generation	39
序	Nac	xu4	preface	39
狂歡	Nv4	kuang2 huan1	revel	39
年老	VH11	nian2 lao3	old,aged,along in years	39
無盡	VH11	wu2 jin4	endless,inexhaustible	39
專責	VC2	zhuan1 ze2	specific responsibility	39
崛起	VH14	jue2 qi3	rise sharply or abruptly	39
終端機	Nab	zhong1 duan1 ji1	remote station,link-attached terminal,link-attached station,monitor,remote terminal,remote_terminal,terminal	39
高爾夫	Nad	gao1 er3 fu1	golf	39
逝世	VH11	shi4 shi4	depart,death,pass_away,die,pass away	39
許	Nbc	xu3	Surname	39
商圈	Ncb	shang1 quan1	market,bazaar	39
商討	VE2	shang1 tao3	discuss,deliberate over	39
商討	Nv1	shang1 tao3	discuss,deliberate over	39
核發	VC31	he2 fa1	check and issue	39
教務處	Ncb	jiao4 wu4 chu4	Dean's Office	39
逐一	Dh	zhu2 yi1	one_by_one,by the piece,one by one	39
暗中	Dh	an4 zhong1	sneakily,on the sly,secretly,in the dark,surreptitiously,in secret	39
答覆	Nac	da2 fu4	answer	39
資助	Nv1	zi1 zhu4	aid financially,subsidize	39
資助	VC2	zi1 zhu4	aid financially,subsidize	39
碰上	VC2	peng4 shang4	hit,come across,have a chance encounter,bump_into,encounter,meet by chance,dash	39
集結	VA2	ji2 jie2	mass,concentrate,build up	39
集結	Nv4	ji2 jie2	mass,concentrate,build up	39
揭曉	Nv1	jie1 xiao3	announce,publish	39
博士班	Ncb	bo2 shi4 ban1	Ph.D. class	39
殘忍	VH11	can2 ren3	cruel,ruthless	39
建商	Nab	jian4 shang1	architectural merchant	39
核發	Nv1	he2 fa1	check and issue	39
染色體	Nab	ran3 se4 ti3	karyosome,autosome,chromosome,X chromosome,Y_chromosome,karyotin,X_chromosome,somatic chromosome	39
恰	Dbb	qia4	appropriately,properly,just,exactly	39
厚度	Nad	hou4 du4	density,measurement,thickness,calliper,caliper	39
盲人	Nab	mang2 ren2	blind person	39
疲勞	Nv4	pi2 lao2	tired,weary	39
眷屬	Nab	juan4 shu3	dependant,family dependants,family dependents	39
牧場	Ncb	mu4 chang3	forage,cattle_ranch,feeding,pasture,ranch,hacienda,shieling,prairie,range,station,ley,alp,pastureland,grassland,lea,grass,pasturage,grazing land,eatage,grazing,rangeland	39
拜年	VB11	bai4 nian2	wish sb. Happy New Year,pay a New Year call,wish ... a Happy New Year,pay New Year's call	39
星球	Nab	xing1 qiu2	celestial/heavenly body	39
疲勞	VH11	pi2 lao2	tired,weary	39
披	VC33	pi1	hang over one's shoulders,open,unroll,drape/hang over one's shoulders,drape,spread out,drape over one's shoulders,split open,wrap around,crack	39
物理系	Ncb	wu4 li3 xi4	Department of Physics	39
清淡	VH11	qing1 dan4	mild (of flavor),dull/slack (of business),placid (of life)	39
剝奪	VC31	bo1 duo2	rob,strip (away,depriving of property,deprivation,oust,expropriate,bereave,devest,abridge,appropriate,denude,impoverish,expropriation,despatch,confiscation,off),deplume,drain,confiscate,dispossess,dispossession,shear,relieve,appropriation,lose,curtail,deprive,strip (away/off),strip,divest,disqualify	39
某人	Nab	mou3 ren2	so-and-so,a certain person,quarter,thingummy,zilch,someone,somebody,I,I (self-address after one's surname),patch	39
送去	VC32	song4 qu4	send to/for	39
崛起	Nv4	jue2 qi3	rise sharply or abruptly	39
耽誤	VC2	dan1 wu4	delay,hold up	39
疏遠	VH16	shu1 yuan3	drift apart,become estranged	39
陷於	VJ2	xian4 yu1	bog_down,be caught in,immerse,fall into	39
貧富	Nad	pin2 fu4	richness,poor and rich	39
魚兒	Nab	yu1 er2	fish	39
校舍	Ncb	xiao4 she4	school building,college,student residence,dorm,schoolhouse,school,hall,residence hall,dormitory	39
書房	Ncb	shu1 fang2	study,schoolroom,reading_room,library,studio,closet,den,sanctum	39
深知	VK1	shen1 zhi1	know thoroughly,realize fully	39
輪迴	Nv4	lun2 hui2	recur successively	38
翡翠	Naa	fei3 cui4	jadeite,jade,halcyon,smaragdine,jadestone,emerald	38
誤差	Nac	wu4 cha1	error	38
總編輯	Nab	zong3 bian1 ji2	managing editor,editor in chief,editor-in-chief,editor	38
輪迴	VH11	lun2 hui2	recur successively	38
精簡	VJ1	jing1 jian3	simplify,retrench,reduce	38
棒	Nfi	bang4	m.[activity]	38
跳高	VA11	tiao4 gao1	do high jump,high jump	38
殘留	VJ3	can2 liu2	remain,be left over	38
貸款	VD1	dai4 kuan3	grant a loan	38
傷痕	Nac	shang1 hen2	scar	38
樣品	Nab	yang4 pin3	sample distribution,example,pattern,specimen,sampler,sampling,swatch,showpiece,prototype,sample,sample (product),scantling,model	38
厭惡	Nv2	yan4 wu4	detest,be disgusted with	38
電線	Nab	dian4 xian4	conducting wire,electric cord,wire,cord,(electric) wire	38
厭惡	VK1	yan4 wu4	detest,be disgusted with	38
懂事	VH11	dong3 shi4	reasonable,sensible	38
歷史性	Nad	li4 shi3 xing4	historicalness,of historic significance,historic	38
熱量	Nad	re4 liang4	thermal,heat,caloric,quantity of heat	38
實物	Nab	shi2 wu4	material object	38
奮力	Dh	fen4 li4	do all one can,spare no effort	38
業已	Dd	ye4 yi3	already	38
總而言之	Dk	zong3 er2 yan2 zhi1	in a word,tout ensemble,on the whole,all in all,altogether,in short	38
嫉妒	Nv2	ji2 du4	be jealous of,envy,hate	38
滿懷	VJ3	man3 huai2	be imbued with,all pregnant with young (of a flock of sheep/etc.)	38
道義	Nad	dao4 yi4	morality,principle,moral_principle,morals,morality and justice	38
北歐	Nca	bei3 ou1	Northern Europe	38
撤軍	VA4	che4 jun1	withdraw troops	38
產卵	VA4	chan3 luan3	lay eggs,spawn	38
新詩	Nac	xin1 shi1	free verse written in vernacular	38
路過	VC1	lu4 guo4	pass through,pass_by,pass by/through (a place),pass by,through (a place)	38
萬歲	VH11	wan4 sui4	banzai,heil,hurrah,long live viva	38
落幕	VH11	luo4 mu4	end,the curtain falls,cease,conclude,terminate,lower the curtain,finish,curtain falls,close	38
嫉妒	VJ2	ji2 du4	be jealous of,envy,hate	38
勤奮	VH11	qin2 fen4	diligent,assiduous	38
順暢	Nv4	shun4 chang4	smooth,unhindered	38
獅子座	Nba	shi1 zi5 zuo4	Leo	38
會員國	Nac	hui4 yuan2 guo2	member state/nation	38
偏僻	VH11	pian1 pi4	remote,out-of-way,rare	38
稅收	Naeb	shui4 shou1	tax revenue	38
減刑	VB12	jian3 xing2	reduce/commute a sentence	38
登	VC31	deng1	publish,record	38
減刑	Nv1	jian3 xing2	reduce/commute a sentence	38
順暢	VH11	shun4 chang4	smooth,unhindered	38
搖滾	Nad	yao2 gun3	rock'n'roll,rock,rock 'n roll,rock and roll	38
農保	Nad	nong2 bao3	peasant insurance	38
發病	VH11	fa1 bing4	flare up,flare up (of disease),come on	38
順應	VJ1	shun4 ying4	comply with,conform,conform_to,acclimate,adapt,conform to,acclimatize,adjust	38
勤奮	Nv4	qin2 fen4	diligent,assiduous	38
聳立	VH14	song3 li4	bristle,spire,cock,straighten,lift,rear,peak,rise,tower aloft,aspire	38
反擊	VC2	fan3 ji2	beat back,counterattack	38
大西洋	Nca	da4 xi1 yang2	the Atlantic,Atlantic Ocean,pond,Atlantic,the Atlantic ocean	38
反擊	Nv1	fan3 ji2	beat back,counterattack	38
分會	Ncb	fen1 hui4	chapter,subcommission,branch,branch (of an organization)	38
不敷	VK2	bu4 fu1	not sufficient/enough	38
升起	VA12	sheng1 qi3	uprise,heize,arise,come up,wind,rise_up,move up,go up,run_up,lift,run up,hoise,hoist,rise,uprear	38
加權	A	jia1 quan2	weighted	38
鵝	Nab	e2	goose	38
雜	VH11	za2	mix, mingle	38
水位	Nad	shui3 wei4	water,water level,water_level	38
識別	VE2	shi4 bie2	distinguish, discern	38
通關	Nv4	tong1 guan1	take on each person at table in finger-guessing game,clear goods with the customs	38
蹤影	Nad	zong1 ying3	trace, sign	38
雜誌社	Ncb	za2 zhi4 she4	magazine	38
臉部	Ncc	lian3 bu4	facial,facial part,face	38
罐	Nfe	guan4	m.[container]	38
邊	Nac	bian1	side,margin,edge,rim,border,boundary,limit	38
顛倒	VC31	dian1 dao3	put upside down, reverse	38
謠言	Nac	yao2 yan2	grapevine,scuttlebutt,rumors,talk,rumbling,breeze,talk of the town,rumor,rumour,groundless allegation,bruit,tale,canard,whisper,hearsay	38
轉入	VC1	zhuan3 ru4	change over to,shift,shift/switch to,shift to,switch to	38
爐	Nab	lu2	stove, furnace	38
胃口	Nad	wei4 kou3	appetence,liking,appetite,stomach,appetency	38
辯護	VB11	bian4 hu4	speak in defense of, plead, defend	38
尤以	P09	you2 yi3	especially	38
滲透	Nv4	shen4 tou4	permeate,seep,infiltrate	38
演奏會	Nac	yan3 zou4 hui4	concert	38
寬度	Nad	kuan1 du4	comprehensiveness,spread,latitude,width,proportion,breadth,extent,expansion	38
撤軍	Nv4	che4 jun1	withdraw troops	38
鋤頭	Nab	chu2 tou2	hoe	38
墳墓	Nab	fen2 mu4	graveyard,burying ground,sepulture,tomb,burial site,burial ground,tumulus,cemetery,sepulchre,burial chamber,tumuli,urn,sepulcher,necropolis,grave	38
圖利	VC2	tu2 li4	try to obtain profit	38
演奏家	Nab	yan3 zou4 jia1	musician,instrumentalists,executant,accomplished performer	38
滲透	VA11	shen4 tou4	permeate,seep,infiltrate	38
全盤	Neqa	quan2 pan2	shebang,det.: all	38
民歌	Nac	min2 ge1	folk ballad,folk_song,Volkslied,folk song,ballad	38
漁業	Nad	yu1 ye4	fishery	38
上車	VA13	shang4 che1	get on/into (car/train/etc.)	38
上檔	VA4	shang4 dang3	be on show	38
出資	VC31	chu1 zi1	provide funds,provide capital,contribute	38
公館	Nca	gong1 guan3	Gong guan	38
上車	Nv4	shang4 che1	get on/into (car/train/etc.)	38
內陸	Ncb	nei4 lu4	inland,interior	38
打轉	VA11	da3 zhuan4	circulation,revolve,revolution,swirl,wheel,move in a circle,rotation,spin,wheel around,rotate,eddy,turn	38
打發	VC2	da3 fa1	send on errand,take care of,send,dispatch,fire,while away,send away,dismiss,amuse,make arrangements,choke_off,look after,spend time,get rid of sb. politely,dismissal,send packing	38
一致性	Nad	yi1 zhi4 xing4	uniformity,coherence,communality,concurrence,consistency,coherency,constancy,agreement,cohesion,continuity	38
可喜	VH11	ke3 xi3	gratifying,heartening	38
磅	Nfg	bang4	m.[standard]	38
限度	Nac	xian4 du4	extent,butting,limitation,limit	38
自古	Dd	zi4 gu3	from time immemorial,since ancient times	38
性交	VA4	xing4 jiao1	copulate,do it,sexual intercourse,bonk,eff,make out,make love,score,have intercourse,screw,get laid,frig,have sexual intercourse,hump,bang,sleep with,lie with,be intimate,make,venereal,sex,jazz,lallygag,have it off,have a go at it,have it away,fuck,get it on,have sex,know,seduce,love,bed	38
丟掉	VC31	diou1 diao4	dispose,misplace,cast aside,toss away,toss,loss,throw out,put away,trash,chuck,ditch,lose,throw away,cast out,mislay,fling,chuck out,discard,toss out,cast away	38
扶持	VC2	fu2 chi2	help sustain,give aid to,support	38
似地	Ng	si4 de5	as if,seem	38
早起	VA4	zao3 qi3	get up early	38
投身	VC2	tou2 shen1	throw oneself into	38
星光	Naa	xing1 guang1	starlit,starlight,starshine	38
面具	Nab	mian4 ju4	vizard,vizor,visor,mask	38
長程	A	chang2 cheng2	long-pull,long distance	38
歪	VH11	wai1	underhand,askew,deflect,devious,crook,crooked,inclined,recline	38
吵	VH11	chao3	make a noise	38
很少	Neqa	hen3 shao3	det.:	38
爭取到	VC31	zheng1 qu3 dao4	fight for,wangle,strive	38
抬起	VC31	tai2 qi3	elevate,raise,chair,pry,lift,bring up,jack,rear,upraise,get up	38
