word	function	roman	meaning	freq
非但	Cbbb	fei1 dan4	conj.: not only	42
自製	VC31	zi4 zhi4	make by oneself	42
油煙	Naa	you2 yan1	carbon black,soot,lampblack,smut	42
事蹟	Nac	shi4 ji1	deed,achievement	42
埋怨	VE2	mai2 yuan4	pinge,grumble,complain,blame,quarrel,grizzle	42
自製	Nv1	zi4 zhi4	make by oneself	42
足足	Daa	zu2 zu2	fully,no less than,as much as	42
和	VH11	he2	gentle,mild,moderate,harmonious,on friendly terms	42
名氣	Nad	ming2 qi4	burial objects,bay,funerary objects,reputation,burial/funerary objects,popularity,repute,fame,name	42
法國人	Nab	fa3 guo2 ren2	frog,Froggy,Gaul,Frogeater,French,French people,Frenchman,Frog,Frenchy,Frenchmen,the French	42
改採	VC2	gai3 cai3	change use of sth.,change to use of sth.	42
利害	Nad	li4 hai4	concern,pros and cons,gains and losses,advantages and disadvantages	42
老朋友	Nab	lao3 peng2 you3	old-timer,old friend	42
隔閡	Nv3	ge2 he2	separate	42
情誼	Nad	qing2 yi2	friendly feelings	42
動武	VA4	dong4 wu3	start a fight,come to blows,use force,resort to force	42
消毒	Nv1	xiao1 du2	disinfect,sterilize	42
消毒	VC2	xiao1 du2	disinfect,sterilize	42
圈子	Nac	quan1 zi5	circle,ring,cliques	42
從頭	Dh	cong2 tou2	from the beginning,anew,once again	42
通通	Dab	tong1 tong1	all,entirely,completely	42
脈動	Nad	mai4 dong4	pulsation	42
隔閡	VJ1	ge2 he2	separate	42
國界	Nac	guo2 jie4	national boundaries	42
無需	Dbab	wu2 xu1	need not,not have to	42
無線	A	wu2 xian4	wireless	42
雲南	Nca	yun2 nan2	Yunnan province	42
促進會	Ncb	cu4 jin4 hui4	promotion committee,Association (for rights etc.)	42
姐妹	Naeb	jie3 mei4	sisters,brothers and sisters,siblings,elder and younger sisters,sister	42
過濾	VC2	guo4 lu4	percolate,leach,filtration,sift,strain,strip,filter_out,rice,filter out,scavenge,separate out,filtrate,filter,clean	42
開打	VH11	kai1 da3	make war,battle against	42
買方	Nab	mai3 fang1	bull,vendee,buying party,buyer,purchaser	42
厝	Nab	cuo4	houses,buildings	42
紀錄片	Nab	ji4 lu4 pian4	documentary	42
研考會	Nca	yan2 kao3 hui4	Research, Development & Evaluation Commission	42
表徵	Nac	biao3 zheng1	simulation,exemplification,typifying,index,symbol,foretype,typification,token,symptom,hallmark,type,indicator	42
雄厚	VH11	xiong2 hou4	rich,solid,abundant	42
高中生	Nab	gao1 zhong1 sheng1	senior middle school student	42
怎會	Dbaa	zen3 hui4	how come	42
相遇	Nv4	xiang1 yu1	meet	42
唷	I	yo1	Yo!	42
相遇	VA4	xiang1 yu1	meet	42
勇士	Nab	yong3 shi4	lion,heroic,lionheart,warrior,champ,Trojan,hero,kemp,ironside,brave,valor,champion,a brave and strong man,brave man,knight,soldier,Mars	42
清淨	VH11	qing1 jing4	tranquil,purified of defiling illusion	42
原文	Nab	yuan2 wen2	original text	42
哈薩克人	Nab	ha1 sa4 ke4 ren2	Kazakh,Kazak(h),Kazak	42
球迷	Nab	qiu2 mi2	ball game fan	42
專員	Nab	zhuan1 yuan2	assistant director,(administrative) commissioner,person specially assigned for a job	42
甜美	VH11	tian2 mei3	sweet,luscious,loved,cherished,pleasant	42
品種	Nac	pin3 zhong3	assortment,brand,strain,stock,variety,sort,breed	42
這般	VH11	zhe4 ban1	such,so	42
大致上	Dk	da4 zhi4 shang4	overall,on the whole,roughly,substantially	41
有心人	Nab	you3 xin1 ren2	observant and conscientious person,thinking,thinking/feeling people,feeling people,person with set purpose,thinking people	41
韻律	Nad	yun4 lu4	meter (in verse), rules of rhyming, rhyme scheme	41
日圓	Naeb	ri4 yuan2	Yen	41
可就	Dbb	ke3 jiu4	surely	41
平穩	VH11	ping2 wen3	smooth,placid,steady,even,balance	41
人和	Nad	ren2 he2	harmonious relations,popularity	41
戀情	Nad	lian4 qing2	love affair	41
關頭	Nac	guan1 tou2	juncture, moment, crux, key point	41
勸導	VF2	quan4 dao3	admonish, advise, induce	41
擴散	VH14	kuo4 san4	diffuse, proliferate	41
讀書人	Nab	du2 shu1 ren2	students and scholars	41
湊	VC31	cou4	gather together, pool, collect, happen by chance, take advantage of, move close to, press near	41
中國話	Nac	zhong1 guo2 hua4	Ch. language,Chinese,(spoken) Ch. language	41
辨認	VC2	bian4 ren4	identify, recognize	41
滾	VA11	gun3	roll,trundle,get away,beat it	41
態勢	Nad	tai4 shi4	state,situation,posture	41
模範	Nac	mo2 fan4	exemplary person/thing; model,mold for casting bronze	41
翠綠	VH11	cui4 lu4	emerald/jade green	41
電報	Nac	dian4 bao4	dispatch,telegraph,wire,overseas telegram,cable,flimsy,cablegram,telegram	41
撮合	VC31	cuo1 he2	make a match	41
潛意識	Nad	qian2 yi4 shi4	subconscious,subconsciousness	41
檔	Nfa	dang3	m.[general]	41
分歧	VH11	fen1 qi2	divaricate	41
戴上	VC33	dai4 shang4	put_on,put on	41
台灣史	Nad	tai2 wan1 shi3	history of Taiwan	41
白兔	Nab	bai2 tu4	white rabbit	41
八成	Neqa	ba1 cheng2	det.: eighty percent	41
台南縣	Nca	tai2 nan2 xian4	Tainan County	41
平坦	VH11	ping2 tan3	level,even,smooth,flat (of land/etc.)	41
子宮頸癌	Nad	zi5 gong1 jing3 yan2	Cancer of the Cervix	41
母校	Ncb	mu3 xiao4	one's old school,alma mater	41
出手	VA4	chu1 shou3	give out,sell of,dispose,dispose of,get ... off one's hands,beat,sell,spend money	41
日內瓦	Nca	ri4 nei4 wa3	Geneva	41
誘因	Nac	you4 yin1	incentive,inducement	41
隨身	Dh	sui2 shen1	(take/have) with one(self)	41
後市	Nad	hou4 shi4	Aftermarket	41
苦悶	Nv4	ku3 men4	depressed,dejected	41
名勝	Nab	ming2 sheng4	lion,place famous for its scenery or historic,place famous for its scenery or historical relics,beauty_spot,showplace,sight,scenic spot,a place famous for scenery or historical relics	41
亞軍	Nad	ya3 jun1	second place in a sports contest,second best,runner-up	41
收縮	VA2	shou1 suo1	contract,shrink,concentrate one's force	41
尿	Naa	niao4	urine	41
飛舞	VA11	fei1 wu3	dance in the air,flutter	41
風土	Nad	feng1 tu3	clime,local conditions,locality,climactic	41
苦悶	VH21	ku3 men4	depressed,dejected	41
依依不捨	VH21	yi1 yi1 bu4 she3	can't bear to part	41
流入	VC1	liu2 ru4	flow in	41
法商	Nab	fa3 shang1	businessman from France	41
突顯	VJ1	tu2 xian3	relieve,to make prominent or effective by contrast	41
流入	Nv4	liu2 ru4	flow in	41
南亞	Nce	nan2 ya3	South Asia	41
省議員	Nab	sheng3 yi4 yuan2	provincial councilor	41
既是	VG2	ji4 shi4	since,as,now that	41
胎兒	Nab	tai1 er2	foetus,embryo,fetal,fetus,child	41
趴	VA12	pa1	lie prone,lie on one's stomach,bend over,bend over face down,lean on	41
剛好	Daa	gang1 hao3	just,exactly,happen to,it so happened that	41
侵襲	VC2	qin1 xi2	make sneak attack on	41
政變	Nad	zheng4 bian4	coup	41
怪異	VH11	guai4 yi4	weird,monstrous,strange	41
概況	Nad	gai4 kuang4	general situation,sketch,resume,survey,panorama	41
作多	VH11	zuo4 duo1	Going long	41
身手	Nad	shen1 shou3	talent,agility,skill	41
交接	VC31	jiao1 jie1	join,connect,hand/take over,associate with	41
收縮	Nv4	shou1 suo1	contract,shrink,concentrate one's force	41
沒用	VH11	mei2 yong4	useless	41
何嘗	Dd	he2 chang2	ever so,how can it be that...	41
豆腐	Naa	dou4 fu3	bean_curd,tofu,bean curd,beancurd	41
自信	VK1	zi4 xin4	be self-confident	41
年會	Nad	nian2 hui4	annual meeting	41
撮合	Nv1	cuo1 he2	make a match	41
西歐	Nca	xi1 ou1	West,Western European,Western Europe	41
有無	Dj	you3 wu2	have or not have	41
谷底	Ncc	gu3 di3	all-time low,trough,valley floor	41
字形	Nac	zi4 xing2	face,style of characters,font,form,grapheme,form of a written character,typeface,fylfot,fount,word form	41
作多	Nv4	zuo4 duo1	Going long	41
村長	Nab	cun1 zhang3	commissioner,village head	41
技術性	Nad	ji4 shu4 xing4	technical nature	41
交情	Nad	jiao1 qing2	friendship,fellowship,companionship,terms,footing,friendly relations,intimacy	41
固執	VH11	gu4 zhi2	persist,insist,hug,cling to,adhere,stand firm,persist in,obstinate,persistent,stand fast,hold firm,stand pat,stubborn,persevere	41
交接	Nv1	jiao1 jie1	join,connect,hand/take over,associate with	41
娘家	Ncb	niang2 jia1	married woman's parents' home	41
教育局長	Nab	jiao4 yu1 ju2 zhang3	director of bureau of Education	41
偏見	Nac	pian1 jian4	prejudice,bias	41
訪視	Nv1	fang3 shi4	visit	41
訪視	VC2	fang3 shi4	visit	41
責怪	VC2	ze2 guai4	blame	41
責怪	Nv1	ze2 guai4	blame	41
國三	Nad	guo2 san1	the last year of junior high school	41
索	VD2	suo3	racketeer,demand,ask,exaction,exact,search,ask for	41
動手術	VB12	dong4 shou3 shu4	perform/have operation	41
痊癒	VH11	quan2 yu1	cure,bounce back,heal,get_over,get well,recover,recovered,completely cured,get over,pull round	41
探視	VC2	tan1 shi4	visit	41
從業	VB11	cong2 ye4	obtain employment,be employed	41
理財	VA4	li3 cai2	manage money matters	41
理財	Nv4	li3 cai2	manage money matters	41
眼皮	Nab	yan3 pi2	lid,eyelid	41
胸襟	Nad	xiong1 jin1	breadth of mind	41
海浪	Naa	hai3 lang4	sea wave	41
海內外	Ncc	hai3 nei4 wai4	inside and outside the country	41
書架	Nab	shu1 jia4	bookrack,stack,shelf,bookstand,bookcase,bookshelf	41
裝設	Nv1	zhuang1 she4	install,equip	41
裝設	VC33	zhuang1 she4	install,equip	41
保衛	VC2	bao3 wei4	defend,safeguard	41
梯次	Nac	ti1 ci4	class,order of arrangement,turn	41
國務院	Nca	guo2 wu4 yuan4	State Council,U.S. State Department	41
保衛	Nv1	bao3 wei4	defend,safeguard	41
僵化	VH16	jiang1 hua4	become rigid,reach an impasse	41
僵化	Nv4	jiang1 hua4	become rigid,reach an impasse	41
篇幅	Nac	pian1 fu2	length (of a piece of writing),space (on printed page)	41
憂鬱	Nv4	you1 yu1	depressed	41
奪	VC31	duo2	strive for,reave,pull away,compete for,contend for,content for,deprive,wrest,claw,seize,force away,snatch,take by force,force one's way	41
層出不窮	VH11	ceng2 chu1 bu4 qiong2	emerge in an endless stream,emerge one after another	41
寬鬆	VH11	kuan1 song1	loose and comfortable	41
寬鬆	Nv4	kuan1 song1	loose and comfortable	41
對準	VC2	dui4 zhun3	aline,line up,point,level,position,aim,take aim,orient,sight,target,align,aim at,train,adjust	41
請到	VC2	qing3 dao4	invite	41
樣	Nad	yang4	appearance,shape,form,sample,model,pattern	41
製造商	Nab	zhi4 zao4 shang1	manufacturing business,maker,manufacturer,manufactory,monger	41
赫然	Dh	he4 ran2	impressive,awesome	41
碩士班	Ncb	shuo4 shi4 ban1	Master class	41
遭	VJ1	zao1	encounter	41
對話	VA4	dui4 hua4	(carry on) dialogue	41
嬉戲	VA4	xi1 xi4	wanton,play,dally,sport,gambol,frolic,disport,skylark,rollick,caper	41
減弱	VH16	jian3 ruo4	weaken,abate	41
衝刺	Nv1	chong1 ci4	spurt,sprint	41
覺醒	VH11	jue2 xing3	awaken	41
標準局	Nca	biao1 zhun3 ju2	Bureau of standards	41
提案	VA4	ti2 an4	propose	41
體溫	Nad	ti3 wen1	(body) temperature	41
適切	VH11	shi4 qie4	pertinent,proper,suitable	41
無可奈何	VI1	wu2 ke3 nai4 he2	have no alternative	41
減弱	Nv4	jian3 ruo4	weaken,abate	41
渾身	Nab	hun2 shen1	from head to foot,all over	41
雄偉	VH11	xiong2 wei3	stately,imposing,magnificent	41
發抖	VA4	fa1 dou3	dingle,twitter,quaver,quiver,throb,shake,shudder,grue,shiver,didder,chitter,trembly,palpitate,quake,thrill,dither,tremble	41
落葉	Nab	luo4 ye4	deciduous leaf,defoliation,fallen leaves	41
喚醒	VC2	huan4 xing3	roust,rout out,waken,rouse,wake up,wake,drive out,awaken,arouse,uprouse,force out,awake	41
棘手	VH11	ji2 shou3	ticklish,troublesome,thorny,tough	41
憂鬱	VH21	you1 yu1	depressed	41
開工	VH11	kai1 gong1	start up (construction/etc.)	41
跳躍	VA4	tiao4 yue4	jump,leap,bound	41
溫室	Ncb	wen1 shi4	frame,glasshouse,green house,indoor garden,nursery,conservatory,hothouse,stove,hot house,greenhouse	41
黑熊	Nab	hei1 xiong2	blackbear,black bear	41
傾斜	VH14	qing1 xie2	tilt,incline,slope,slant	41
犀牛角	Nab	xi1 niou2 jiao3	rhinoceros horn	41
路途	Nab	lu4 tu2	path,road,ways,way,journey	41
壁畫	Nac	bi4 hua4	mural (wall-painting),fresco	41
衝刺	VC2	chong1 ci4	spurt,sprint	41
發言	Naeb	fa1 yan2	breathing,parole,announcement	41
中華日報	Nba	zhong1 hua2 ri4 bao4	China Daily Newspaper	41
匆忙	VH11	cong1 mang2	hurried,hastily,hustle,bustle about,rushed,in a hurry,bustle	41
大夥兒	Nhab	da4 huo3 er2	us,we,we all,everyone	41
口碑	Nad	kou3 bei1	public praise	41
勾結	VC2	gou1 jie2	connive,collude/collaborate with,connivance,gang up with,collaborate with,collaboration,collude with,consort with,collaborate,collude	41
中小	A	zhong1 xiao3	medium and small,middle and small types	41
市價	Nad	shi4 jia4	market_price,quotation,market value,market price,price	41
松山	Nca	song1 shan1	Matsuyama,Song Shan	41
准許	VE12	zhun3 xu3	permit,allow	41
染	VC2	ran3	dye,soil,pollute,make strokes (in painting/etc.)	41
社運	Nac	she4 yun4	mass movement/campaign	41
沿用	VC2	yan2 yong4	continue to use (old methods/etc.)	41
林口	Nca	lin2 kou3	Lin Kou	41
家家戶戶	Naea	jia1 jia1 hu4 hu4	each and every family,every household	41
培養出	VC31	pei2 yang3 chu1	foster,train,develop	41
准許	Nv1	zhun3 xu3	permit,allow	41
執行長	Nab	zhi2 xing2 zhang3	executive/presiding chair	41
服役	VA4	fu2 yi4	serve,enlist in army,enlist in the army,be on active service,do corv#2 ee labor	41
清	VC2	qing1	clear up,settle	41
神態	Nad	shen2 tai4	expression,mien,manner,bearing	41
挽救	VC2	wan3 jiu4	salve,relieve,salvage,rescue,remedy,save	41
接洽	Nv1	jie1 qia4	take up a matter with,arrange (business/etc.) with	41
婚後	Ndc	hun1 hou4	after marriage	41
接洽	VC2	jie1 qia4	take up a matter with,arrange (business/etc.) with	41
侵襲	Nv1	qin1 xi2	make sneak attack on	41
節制	Nv3	jie2 zhi4	control,check,be moderate in	40
意境	Nad	yi4 jing4	mood,imagery,frame of mind,creative concept	40
越過	VC1	yue4 guo4	overpass,surpass,overreach,exceed,overshoot,overrun,outstep,overleap,outstrip,go_over,across,negotiate,skip over,outspeed,stride,skip,cross,surmount	40
趕來	VA11	gan3 lai2	hurry,hurry (hither)	40
路燈	Nab	lu4 deng1	street/road lamp	40
報社	Ncb	bao4 she4	newspaper office	40
會所	Ncb	hui4 suo3	office,club office,club building/office,club building,clubhouse,guildhall	40
勝負	Nad	sheng4 fu4	victory and/or defeat,success and/or failure	40
節制	VJ1	jie2 zhi4	control,check,be moderate in	40
圍觀	Nv1	wei2 guan1	surround and watch	40
補足	Nv1	bu3 zu2	bring up to full strength,make up deficiency	40
期貨	Naeb	qi2 huo4	goods to be delivered at specific time,futures	40
跑來	VA11	pao3 lai2	run	40
短缺	VJ3	duan3 que1	be deficient,miss	40
短缺	Nv4	duan3 que1	be deficient,miss	40
臻	VJ3	zhen1	attain,reach	40
緊縮	VC2	jin3 suo1	reduce,retrench	40
緊縮	Nv1	jin3 suo1	reduce,retrench	40
鳳山	Nca	feng4 shan1	Feng Shang	40
精明	VH11	jing1 ming2	astute,cunning,shrewd	40
論調	Nac	lun4 diao4	view,argument	40
腳	Nfi	jiao3	m.[activity]	40
用完	VC2	yong4 wan2	exhaust,use,use up completely,give_out,consume,get_through,finish_up,use_up,fill_in	40
迷失	VJ1	mi2 shi1	lose (one's way, etc.)	40
實業	Naeb	shi2 ye4	industry,industry and commerce	40
琉璃	Naa	liu2 li2	lapis_lazuli,colored glaze,coloured glaze,glass,lazurite	40
彩虹	Nab	cai3 hong2	rainbow	40
彩繪	Naeb	cai3 hui4	colored drawing/pattern	40
掏出	VC31	tao1 chu1	take out with hand,hollow/scoop out	40
圍觀	VC2	wei2 guan1	surround and watch	40
聖地	Ncb	sheng4 di4	shrine,Mecca,holy place,chaitya,sacred place,Holy Land,bethel,hieron,sanctum,holy,halidom,the Holy Land	40
國劇	Nac	guo2 ju4	Peking opera	40
補足	VC2	bu3 zu2	bring up to full strength,make up deficiency	40
啥	Nep	sha2	det.: what	40
敬意	Nad	jing4 yi4	respect,tribute	40
圓環	Ncb	yuan2 huan2	circle	40
琵琶	Nab	pi2 pa2	lute-like string instrument with fretted fingerboard	40
廉價	VH11	lian2 jia4	low-priced,cheap	40
搬運	VC32	ban1 yun4	move,transport	40
痛快	VH21	tong4 kuai4	forthright,delighted,to one's heart's content,to one's great satisfaction,joyful	40
搬運	Nv1	ban1 yun4	move,transport	40
搬家	VA4	ban1 jia1	move_out,move house,remove,move from one home to another,move	40
進出口	VC31	jin4 chu1 kou3	import and export	40
跨入	VC1	kua4 ru4	stride into,cross	40
大幅度	A	da4 fu2 du4	to a great extent	40
切割	VC2	qie1 ge1	cut	40
一概	Dab	yi1 gai4	all,entirely,totally,one and all,without exception,categorically	40
工讀	VA4	gong1 du2	work-study,work part-time while studying in college/etc.,work part-time while studying in etc.,work part-time while studying in college,etc.	40
曲線	Nac	qu1 xian4	curvilinear,curve,curved line	40
友善	Nv4	you3 shan4	friendly,amicable	40
人命	Nac	ren2 ming4	life,human life	40
公告	Nad	gong1 gao4	announcement, proclamation	40
民家	Nab	min2 jia1	sinicized Dai ethnic minority,sinicized Dai ethnic minority (in SW China),old name for Bai ethnic minority,private residence	40
土耳其	Nca	tu3 er3 qi2	Turkish,Turkey,piaster	40
世界級	Nad	shi4 jie4 ji2	first grade/class,superfine	40
共犯	Nab	gong4 fan4	accomplice	40
打壓	VC2	da3 ya1	constrain,inhibit	40
切割	Nv1	qie1 ge1	cut	40
不單	Daa	bu4 dan1	not merely,not only,not_only,not the only,not simply	40
巧克力	Nab	qiao3 ke4 li4	hot chocolate,choc,cocoa,chocolate	40
分行	Ncb	fen1 hang2	branch (of bank,branch (of bank/etc.),etc.),branch	40
蘇州	Nca	su1 zhou1	Suzhou (in Jiangsu province)	40
醞釀	VF1	yun4 niang4	get ready,have a look into,have a look at/into,gestate,make preparations,have a look at,deliberate on,have a preliminary informal discussion,brew,ferment,ferment (lit./fig.)	40
造價	Nad	zao4 jia4	cost of building/manufacturing	40
控球	VA4	kong4 qiu2	possession	40
山腳	Ncb	shan1 jiao3	foot of mountain	40
管理員	Nab	guan3 li3 yuan2	caretaker,warder,groundskeeper,administrant,custodian,janitor,attendant,conservancy,overseer,warden,groundsman,conservator	40
調配	VC2	diao4 pei4	allocate,deploy	40
激情	Nad	ji1 qing2	enthusiasm,exuberance,intense emotion,ardor,emotion,passionateness,perfervor,fervor,fervour,lyricism,ardour,pash,ebullience,passion	40
寬敞	VH11	kuan1 chang3	commodious,spacious,roomy	40
爾後	Dd	er3 hou4	subsequently	40
監視	VC2	jian1 shi4	keep watch on,keep lookout over	40
稻田	Nab	dao4 tian2	paddyfield,paddy,rice field,paddy field,rice farm,paddy_field,cornfield,rice paddy	40
遺失	VH17	yi2 shi1	misplace,mislay,loss,miss,lose	40
鄧	Nbc	deng4	Surname	40
天賦	Nad	tian1 fu4	talent,dowry,inner resources,gift,natural gift,flair,inherence,genius,endowment,natural ability,natural endowment,natural,faculty	40
監視	Nv1	jian1 shi4	keep watch on,keep lookout over	40
調配	Nv1	diao4 pei4	allocate,deploy	40
撞擊	VC2	zhuang4 ji2	ram,dash against,strike	40
縱橫	VC1	zong1 heng2	traverse	40
稱作	VG1	cheng1 zuo4	denominate,term,call	40
縱然	Cbaa	zong4 ran2	conj.: even if/though	40
撞擊	Nv1	zhuang4 ji2	ram,dash against,strike	40
外遇	Nac	wai4 yu1	paramour,extramarital affair	40
位移	Nad	wei4 yi2	displacement	40
友善	VH11	you3 shan4	friendly,amicable	40
鮮血	Naa	xian1 xie3	blood	40
橫行	VA11	heng2 xing2	rampage	40
前端	Ncdb	qian2 duan1	blade,fore-end,head,ahead,front direction,nose,advanced front	40
均勻	VH11	jun1 yun2	homogeneous,even,well-distributed,equable	40
石塊	Nab	shi2 kuai4	stone,rock	40
自尊心	Nad	zi4 zun1 xin1	self-regard,pride,self-pride,self-respect,ego,amour-propre,self-esteem	40
咀嚼	VC2	ju3 jue2	masticate,jaw,ruminate,mumble,chew,mastication,gum,manducate,chaw,rumination,triturate,chew the cud,mull over	40
衣物	Naeb	yi1 wu4	gear,clothing and other articles of daily use	40
受苦	VH11	shou4 ku3	groan,suffer hardship,have a rough time,writhe,go_through,suffer,suffer hardships,suffering,bear hardships	40
有理	VH11	you3 li3	reasonable,justified,in the right,rational	40
年資	Nad	nian2 zi1	age seniority,service seniority,years spent in a job,age	40
思念	Nv2	si1 nian4	think of,long for,miss	40
修憲	VA4	xiu1 xian4	revise constitution	40
底部	Ncdb	di3 bu4	fundus,stand,base,bottom,underside,sole,foot,pedestal,underbody,undersurface,bed,tail,basement	40
省長	Nab	sheng3 zhang3	bey,governor of a province,Gauleiter,praefect,stadholder,governor,nomarch,ban	40
容器	Nab	rong2 qi4	womb,cartridge,repository,recipient,cuvette,case,receiver,container,receptacle,pod,vessel,well,canister,bin	40
首席	Nab	shou3 xi2	seat of honour,doyen,dean,seat of honor	40
牲口	Nab	sheng1 kou3	beasts of burden,neat,cattle,draught animals,draught animal,beast of burden	40
音樂系	Ncb	yin1 yue4 xi4	Music Department	40
指揮官	Nab	zhi3 hui1 guan1	commanding_officer,commandant,command officer,general,chieftain,commander,commanding officer	40
思念	VJ2	si1 nian4	think of,long for,miss	40
前去	VC1	qian2 qu4	go forward	40
修建	VC31	xiu1 jian4	erect,construction,construct,erection,renovate,building,build	40
美人	Nab	mei3 ren2	looker,good-looker,peach,knockout,mantrap,dish,sweetheart,pinup,peri,lulu,beautiful woman,stunner,rose,beautiful,beauty,lovely,smasher	40
名冊	Nab	ming2 ce4	muster,beadroll,register,enrollment,registry,roll,roster	40
走開	VA11	zou3 kai1	scram,bug,go_away,begone,skiddoo,go away,piss_off,buzz_off,clear off,wend,off-key,run_along,bugger_off,get away	40
惡夢	Nac	e4 meng4	incubus,nightmare,phantasm,mare	40
格調	Nad	ge2 diao4	(literary/artistic) style,style and moral quality	40
卵	Nab	luan3	egg cell,fish roe,ovum,egg,seed,spawn	40
收益	Nad	shou1 yi4	gross,profit,receipt,receipts,income,gain,profits,revenue,takings,win,earning,issue,accrual,rent,purchase,winnings,return,take,payoff,yield,proceeds	40
車牌	Nab	che1 pai2	license_plate,car number,numberplate,license plate	40
肝臟	Nab	gan1 zang4	hepatic,liver	40
店家	Nab	dian4 jia1	manager (of inn/shop/etc.)	40
宏偉	VH11	hong2 wei3	grand,grandiose,magnificent	40
自然界	Ncb	zi4 ran2 jie4	natural world,natural phenomenon,natural,nature	40
即便	Cbaa	ji2 bian4	conj.: even though/if	40
冰冷	VH11	bing1 leng3	ice-cold	40
余	Nbc	yu1	Surname	40
老爺	Nab	lao3 ye2	grandfather, grandpa,boneshaker,maternal grandfather,lord,bey,master,bureaucrat,grandpa	40
自由自在	VH11	zi4 you2 zi4 zai4	carefree	40
收藏家	Nab	shou1 cang2 jia1	collector (of books/etc.)	40
收錄	VC33	shou1 lu4	register,embody,record,include,employ,recruit	40
式樣	Nac	shi4 yang4	line of business,pattern,line of products,form,chic,reading,product line,style,type,model,business line,line of merchandise,interpretation,line,mode,version	40
車種	Nad	che1 zhong3	category of cars	40
好在	Dbb	hao3 zai4	fortunately,luckily	40
府	Nab	fu3	mansion,your home	40
防禦	VE2	fang2 yu1	guard,fend,defend,shield,bulrush,buckler,rampart,defensive,defense	40
副理	Nab	fu4 li3	vice manager	40
乾隆	Nba	qian2 long2	reign period (1736-1796) of Emperor Gao1zong1	40
問世	Nv4	wen4 shi4	be published,come out	40
現	VH14	xian4	show,appear,display	40
區段	Nac	qu1 duan4	block,section,city block,sector	40
這般	Dfa	zhe4 ban1	such,so,like this	40
陶醉	VH21	tao2 zui4	revel in,exultant,groove,intoxicate,elated,bewitch,be intoxicated	40
產地	Ncb	chan3 di4	place of production/origin,producing area	40
連任	Nv4	lian2 ren4	renew one's term of office	40
問世	VA4	wen4 shi4	be published,come out	40
控球	Nv4	kong4 qiu2	possession	40
連任	VG2	lian2 ren4	renew one's term of office	40
神像	Nab	shen2 xiang4	joss,picture of a god,likeness of dead person,image,idol	40
偏重	VJ1	pian1 zhong4	emphasize,stress one aspect at the expense of anther,lay particular stress on	40
區別	VC2	qu1 bie2	distinguish,differentiate	40
祖母	Nab	zu3 mu3	beldame,grannie,beldam,nana,grandma,grandmother,granny,grandam,(paternal) grandmother,gran	40
相見	VA4	xiang1 jian4	meet (in person)	40
西區	Nce	xi1 qu1	Western area	40
國防部長	Nab	guo2 fang2 bu4 zhang3	minister of National Defense	40
高居	VG2	gao1 ju1	be (in a certain position)	40
堅固	VH11	jian1 gu4	firm,solid,sturdy	40
蛋白	Naa	dan4 bai2	white of egg,albumen,protein	40
信用狀	Nab	xin4 yong4 zhuang4	letter of credit (L/C)	40
拼	VC2	pin1	put/piece together,spell	40
原意	Nad	yuan2 yi4	meaning,denotation,original intention	40
玩耍	VA4	wan2 shua3	amuse oneself,play,sport,frolic,disport,have fun	40
物資	Naeb	wu4 zi1	materials,goods	40
連連	Dd	lian2 lian2	repeatedly,again and again	40
通過	VC1	tong1 guo4	traverse,get past	40
東方人	Nab	dong1 fang1 ren2	eastern,slant-eye,Oriental,oriental,Eastern people,Easterner,easterner,oriental person,gook	40
倒閉	VH11	dao3 bi4	close_down,go bankrupt,fail,go into liquidation,close down,fold,break	40
病理	Nad	bing4 li3	pathology	40
英語系	Ncb	ying1 yu3 xi4	English_department,English Department	40
保育法	Nac	bao3 yu1 fa3	Ecological Law	40
長出	VJ3	zhang3 chu1	send,come into bud/leaf,sprout,leaf,come into bud,send forth,come into leaf,begin to grow	40
胸口	Ncc	xiong1 kou3	pit of stomach	40
琉球	Nca	liu2 qiu2	Okinawa,Ryukyu_Islands,Ryukyu,Rynkyu Islands,Ryukyu Islands	40
產品線	Nac	chan3 pin3 xian4	product line	40
通識	A	tong1 shi4	common sense	40
風浪	Naeb	feng1 lang4	stormy waves,storm	40
畏懼	VK1	wei4 ju4	fear,dread	40
政治局	Nca	zheng4 zhi4 ju2	Political Bureau	40
性慾	Nad	xing4 yu1	sexual desire,appetence,libido,eroticism,desire,concupiscence,aphrodisia,sexuality,urge,amatory,love,physical attraction,sex drive	40
畏懼	Nv2	wei4 ju4	fear,dread	40
選拔	Nv1	xuan3 ba2	select	39
親屬	Nab	qin1 shu3	relation,kinsman,kinswoman,kindred,folk,belonging,relative,people,kinship,folks,ilk,kinfolk,relatives,kin,kinsfolk,cousin	39
虛	VH11	xu1	empty,unoccupied,weak,in poor health	39
樣式	Nac	yang4 shi4	pattern,type,style,form	39
磁碟	Nab	ci2 die2	magnetic disk,disk,floppy,floppy disc,floppy disk,diskette	39
登錄	VC33	deng1 lu4	register,enroll	39
登錄	Nv1	deng1 lu4	register,enroll	39
結交	VC2	jie2 jiao1	make friends with,befriend	39
頭目	Nab	tou2 mu4	chief, ringleader	39
劉少奇	Nba	liu2 shao4 qi2	PRC President until dethroned by Mao,theoretician and specialist on Party organization,theoretician and specialist on Party org,Liu Shaoqi,early labor leader	39
